ticket_id,account_id,created_at,category,priority,resolved_hours
1004,10463,2026-04-10 00:00:00,integration,medium,33.3
1005,10463,2026-01-26 00:00:00,billing,high,42.4
1006,10463,2026-02-09 00:00:00,how_to,medium,16.3
1007,10464,2026-04-20 00:00:00,billing,low,15.6
1008,10465,2026-03-30 00:00:00,how_to,medium,43.3
1009,10466,2026-02-09 00:00:00,integration,low,68.1
1010,10466,2026-04-22 00:00:00,how_to,medium,32.4
1011,10467,2026-02-28 00:00:00,how_to,medium,24.0
1012,10468,2026-02-25 00:00:00,integration,high,37.3
1013,10468,2026-03-03 00:00:00,how_to,high,27.9
1014,10469,2026-02-02 00:00:00,bug,medium,26.8
1015,10470,2026-02-07 00:00:00,how_to,high,39.5
1016,10470,2026-04-15 00:00:00,how_to,urgent,13.5
1017,10472,2026-02-03 00:00:00,how_to,low,18.8
1018,10475,2026-01-09 00:00:00,integration,low,34.6
1019,10476,2026-04-13 00:00:00,billing,high,43.2
1020,10477,2026-02-13 00:00:00,how_to,low,27.1
1021,10477,2026-01-30 00:00:00,bug,medium,44.5
1022,10478,2026-03-13 00:00:00,how_to,medium,36.1
1023,10478,2026-01-16 00:00:00,how_to,medium,26.5
1024,10479,2026-04-27 00:00:00,billing,high,29.6
1025,10479,2026-01-20 00:00:00,integration,medium,24.1
1026,10479,2026-04-25 00:00:00,bug,low,23.9
1027,10480,2026-04-05 00:00:00,bug,low,35.2
1028,10481,2026-01-19 00:00:00,how_to,low,29.6
1029,10481,2026-02-06 00:00:00,how_to,low,11.0
1030,10481,2026-03-08 00:00:00,integration,low,43.7
1031,10482,2026-02-28 00:00:00,billing,low,13.2
1032,10483,2026-04-25 00:00:00,integration,medium,56.9
1033,10483,2026-04-19 00:00:00,how_to,medium,33.1
1034,10485,2026-03-22 00:00:00,bug,low,26.3
1035,10486,2026-01-08 00:00:00,how_to,medium,25.7
1036,10487,2026-02-03 00:00:00,billing,low,8.2
1037,10489,2026-04-01 00:00:00,bug,medium,18.7
1038,10491,2026-04-30 00:00:00,bug,low,20.3
1039,10491,2026-01-06 00:00:00,bug,low,21.3
1040,10491,2026-02-12 00:00:00,bug,medium,42.9
1041,10491,2026-03-22 00:00:00,integration,medium,7.8
1042,10491,2026-02-04 00:00:00,billing,medium,21.5
1043,10491,2026-03-08 00:00:00,bug,medium,46.1
1044,10495,2026-03-09 00:00:00,how_to,high,40.5
1045,10495,2026-03-24 00:00:00,integration,low,27.2
1046,10496,2026-04-04 00:00:00,bug,medium,13.5
1047,10497,2026-03-29 00:00:00,bug,high,34.7
1048,10497,2026-03-29 00:00:00,bug,medium,1.0
1049,10498,2026-01-22 00:00:00,bug,low,25.8
